count	reward_sum	squared_reward_sum	length
251	-72.25603273520575	10006.471496237698	189
252	-69.77514626654866	10007.08117683582	206
253	-46.046104313312924	10015.400980803492	471
254	-68.33858170341034	10007.238680886923	190
255	-66.11404992987643	10008.095508285702	199
256	-75.23362543019154	10006.613487181876	153
257	-69.13431172401333	10007.014438053739	193
258	-66.5324994110283	10007.668408835478	200
259	-75.12423161697899	10006.630354172576	151
260	-73.51129113551609	10006.602095627884	192
261	-39.866517990711706	10016.259831042395	379
262	-71.62105061305037	10008.081807411343	264
263	-69.1004882254849	10006.745685669877	195
264	-67.35287008348806	10007.40462171675	206
265	-67.43820196117552	10007.093616276923	220
266	-69.77490072957272	10007.076373636195	186
267	-67.19244786014313	10007.275742167076	207
268	-67.86635986587909	10007.140235103543	191
269	-67.45622185247552	10007.567947825582	197
270	-68.64642002707762	10006.805808995652	200
271	-68.62942275175435	10006.419998273093	218
272	-69.16970915245474	10006.731263344145	201
273	-68.41682627753954	10007.304297749646	189
274	-73.34358280236206	10006.541652198779	188
275	-69.51542500648625	10006.842598989038	190
276	-67.83552056288814	10007.611638441587	181
277	-67.07222451574872	10007.220132633729	196
278	-70.90357922639421	10006.489810825291	215
279	-67.4334054326019	10007.320620717313	226
280	-68.61624533413436	10006.943334153464	196
281	-42.09114503316619	10014.080106688385	330
282	-68.70248888674507	10006.72381376903	197
283	-73.5008155190601	10006.062588680828	186
284	-67.33034405777832	10007.147354845698	206
285	-67.2120933470602	10007.253764385561	203
286	-38.76056187228638	10015.546842666612	309
287	-66.63034606023835	10007.606500451922	198
288	-61.313951121957686	10008.505722144415	239
289	-69.51234890851252	10006.657128991994	208
290	-69.22468051211631	10007.137898443983	184
291	-63.64890107560951	10008.818822674692	197
292	-64.60112774614622	10007.798479651305	259
293	-60.30873313849955	10009.558477888211	229
294	-66.02580833733887	10007.704486645769	193
295	-77.8581778196552	10005.990601137548	184
296	-56.521537452945374	10010.056877968604	246
297	-66.78084304933563	10007.502963780647	200
298	-64.6715808628903	10008.246606632041	199
299	-66.68850364132894	10007.65686262954	194
300	-71.2696221389075	10006.002234458629	199
301	-69.11464152825886	10007.589798400113	184
302	-66.91955700062428	10007.628583535521	196
303	-71.64736728147344	10007.124362748547	183
